PERMNO,date,SHRCD,EXCHCD,TICKER,COMNAM,SHRCLS,TRDSTAT,PERMCO,DLSTCD,DLRET,RET,BID,ASK
13323,4/5/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.023801,211.16,211.23
13323,4/6/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.034275,203.88,203.99001
13323,4/7/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.01451,206.91,206.94
13323,4/8/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.057067,195.05,195.17999
13323,4/11/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.037204,187.95,187.97
13323,4/12/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.010273,185.96001,185.97
13323,4/13/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.03915,193.12,193.23
13323,4/14/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.014076,190.36,190.50999
13323,4/18/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.00252,190.03,190.19
13323,4/19/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.029311,195.48,195.66
13323,4/20/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.08727,178.50999,178.60001
13323,4/21/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.123061,156.55,156.56
13323,4/22/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.018715,153.63,153.64
13323,4/25/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.025841,157.60001,157.61
13323,4/26/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.023921,153.63,153.83
13323,4/27/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.077228,165.75,165.78999
13323,4/28/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.007483,164.46001,164.64999
13323,4/29/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.018666,161.39999,161.53
13323,5/2/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.042937,168.25,168.33
13323,5/3/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.036832,174.52,174.55
13323,5/4/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.099754,191.94,192.03
13323,5/5/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.056268,181.12,181.14
13323,5/6/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.084189,165.85001,165.87
13323,5/9/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.092712,150.5,150.50999
13323,5/10/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.007574,151.61,151.78
13323,5/11/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.092977,137.5,137.52
13323,5/12/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.024646,140.94,141.07001
13323,5/13/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.119554,157.78999,157.8
13323,5/16/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.042842,150.96001,151.03
13323,5/17/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.046878,158.02,158.25999
13323,5/18/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.01227,156.14,156.32001
13323,5/19/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.059999,165.53,165.53999
13323,5/20/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.016371,168.19,168.37
13323,5/23/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.007727,169.44,169.67
13323,5/24/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.041522,162.44,162.55
13323,5/25/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.041659,169.2,169.33
13323,5/26/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.05612,178.67,178.78999
13323,5/27/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.056886,188.98,189.05
13323,5/31/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.014607,186.19,186.2
13323,6/1/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.019872,182.38,182.50999
13323,6/2/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.090087,198.88,198.94
13323,6/3/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.01302,196.28,196.3
13323,6/6/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.054141,206.95,207
13323,6/7/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.012852,209.55,209.63
13323,6/8/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.023184,204.67999,204.77
13323,6/9/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.020804,200.49001,200.61
13323,6/10/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.021545,196.17999,196.34
13323,6/13/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.091493,178.23,178.24001
13323,6/14/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.007181,179.45,179.52
13323,6/15/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.049911,188.53,188.53999
13323,6/16/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.100196,169.59,169.60001
13323,6/17/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.08936,184.67999,184.69
13323,6/21/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.046225,193.25,193.33
13323,6/22/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.000724,193.42,193.42999
13323,6/23/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.03743,200.62,200.67
13323,6/24/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.011362,198.39999,198.49001
13323,6/27/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.039216,206.16,206.28
13323,6/28/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.075278,190.64999,190.72
13323,6/29/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.031524,184.64,184.74001
13323,6/30/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.057409,195.31,195.35001
13323,7/1/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.002458,195.69,195.72
13323,7/5/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.015992,192.46001,192.78
13323,7/6/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.01215,194.85001,194.92999
13323,7/7/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.061099,206.8,206.83
13323,7/8/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.046461,216.45,216.5
13323,7/11/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.048002,206.05,206.12
13323,7/12/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.080511,189.47,189.5
13323,7/13/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.016678,192.63,192.74001
13323,7/14/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.022271,196.84,196.92
13323,7/15/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.010207,194.88,194.97
13323,7/18/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.059104,206.36,206.42999
13323,7/19/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.033474,213.3,213.34
13323,7/20/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.025734,218.83,218.98
13323,7/21/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.004341,219.63,219.78999
13323,7/22/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.037492,211.47,211.49001
13323,7/25/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.033138,218.52,218.55
13323,7/26/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.01121,216.25999,216.28999
13323,7/27/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.178945,254.73,254.77
13323,7/28/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.076186,274.10999,274.17001
13323,7/29/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.036472,284.12,284.23999
13323,8/1/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.011577,280.73999,280.88
13323,8/2/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.040478,292.19,292.20999
13323,8/3/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.006877,290.20001,290.23999
13323,8/4/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.01919,295.79999,295.81
13323,8/5/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.017206,300.85001,300.89999
13323,8/8/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.043767,287.69,287.73999
13323,8/9/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.010704,290.85999,290.89999
13323,8/10/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.042741,303.17999,303.25
13323,8/11/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.03413,292.98999,293.12
13323,8/12/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.021714,299.22,299.26001
13323,8/15/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.006249,301.01999,301.13
13323,8/16/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.027198,292.85999,292.95001
13323,8/17/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.000649,292.92001,293.17001
13323,8/18/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.002968,294,294.14001
13323,8/19/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.035034,283.69,283.70001
13323,8/22/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.010363,280.67999,280.76001
13323,8/23/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.016562,285.28,285.41
13323,8/24/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.026909,293.14001,293.29001
13323,8/25/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.022928,299.78,299.92001
13323,8/26/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.037424,288.59,288.70999
13323,8/29/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.013063,284.78,284.79001
13323,8/30/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.003335,285.70001,285.87
13323,8/31/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.002345,286.42999,286.44
13323,9/1/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.015989,281.60999,281.85999
13323,9/2/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.009898,278.92001,279.13
13323,9/6/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.049271,292.72,292.82999
13323,9/7/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.08022,316.29999,316.31
13323,9/8/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.003478,317.38,317.48999
13323,9/9/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.036892,305.70001,305.70999
13323,9/12/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.010566,308.75,308.95001
13323,9/13/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.011103,305.35001,305.45001
13323,9/14/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.049493,320.51001,320.73999
13323,9/15/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.026324,312.17001,312.29001
13323,9/16/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.018675,318.01001,318.20999
13323,9/19/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.005597,316.07001,316.26001
13323,9/20/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.036429,304.57999,304.70999
13323,9/21/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.000492,304.44,304.56
13323,9/22/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.068722,283.51001,283.59
13323,9/23/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.014597,279.48999,279.66
13323,9/26/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.016351,274.79999,274.82999
13323,9/27/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.035974,284.81,284.92001
13323,9/28/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,0.026333,292.29999,292.31
13323,9/29/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.049502,277.70001,277.82999
13323,9/30/2022,11,3,ENPH,ENPHASE ENERGY INC,,A,54026,,,-0.001332,277.47,277.66
13407,9/29/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,-0.003053,339.64001,339.70001
13407,9/30/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,-0.000648,339.23001,339.32001
13407,10/1/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.010666,342.84,343.01001
13407,10/4/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,-0.04892,326.23001,326.32001
13407,10/5/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.02063,332.89001,332.98001
13407,10/6/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.002042,333.64001,333.69
13407,10/7/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,-0.013248,329.20999,329.23001
13407,10/8/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.002521,329.98999,330.04999
13407,10/11/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,-0.013937,325.39001,325.39999
13407,10/12/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,-0.005162,323.73001,323.75
13407,10/13/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.002378,324.54001,324.56
13407,10/14/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.012294,328.48001,328.48999
13407,10/15/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,-0.011475,324.76999,324.87
13407,10/18/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.032578,335.29999,335.34
13407,10/19/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.013867,340.01001,340.10999
13407,10/20/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.002324,340.82001,340.94
13407,10/21/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.003228,341.88,341.97
13407,10/22/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,-0.050515,324.62,324.67001
13407,10/25/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.012569,328.75,328.98999
13407,10/26/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,-0.039186,315.67001,315.79999
13407,10/27/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,-0.011368,312.22,312.28
13407,10/28/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.015054,316.82001,316.92001
13407,10/29/2021,11,3,FB,FACEBOOK INC,A,A,54084,,,0.020983,323.57001,323.57999
13407,11/1/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.01981,329.98001,330.01999
13407,11/2/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.005758,328.19,328.20001
13407,11/3/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.01079,331.69,331.70001
13407,11/4/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.012756,335.85999,335.98001
13407,11/5/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.015721,341.13,341.23001
13407,11/8/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.007358,338.51999,338.53
13407,11/9/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.009598,335.37,335.42999
13407,11/10/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.023049,327.64999,327.75
13407,11/11/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.000305,327.73001,327.75
13407,11/12/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.040123,340.89999,340.95999
13407,11/15/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.019566,347.62,347.79999
13407,11/16/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.013235,342.82999,343.01001
13407,11/17/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.006386,340.78,340.84
13407,11/18/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.006104,338.69,338.75
13407,11/19/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.019516,345.20999,345.31
13407,11/22/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.012424,341.01001,341.10999
13407,11/23/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.011026,337.25,337.26001
13407,11/24/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.011297,341.01001,341.01999
13407,11/26/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.02328,333.07999,333.48001
13407,11/29/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.014739,338.01999,338.03
13407,11/30/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.040144,324.38,324.47
13407,12/1/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.042717,310.57001,310.60001
13407,12/2/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.000676,310.35001,310.42001
13407,12/3/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.011437,306.81,306.98001
13407,12/6/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.035947,317.88,317.97
13407,12/7/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.015541,322.82001,322.92999
13407,12/8/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.024008,330.56,330.66
13407,12/9/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.002239,329.81,329.82001
13407,12/10/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.000212,329.73001,329.75
13407,12/13/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.014374,334.53,334.70001
13407,12/14/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.002242,333.79001,333.94
13407,12/15/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.023731,341.64999,341.66
13407,12/16/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.019786,334.87,335.06
13407,12/17/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.003314,333.95001,334.04999
13407,12/20/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.024986,325.53,325.62
13407,12/21/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.026886,334.12,334.29001
13407,12/22/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.011221,330.51999,330.53
13407,12/23/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.014495,335.16,335.22
13407,12/27/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.032633,346.19,346.38
13407,12/28/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.000116,346.22,346.39001
13407,12/29/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.009474,342.89001,342.95999
13407,12/30/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.004141,344.39999,344.44
13407,12/31/2021,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.02326,336.32001,336.35001
13407,1/3/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.006511,338.48001,338.63
13407,1/4/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.005937,336.5,336.51001
13407,1/5/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.036728,323.95999,324.19
13407,1/6/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.025573,332.5,332.54001
13407,1/7/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.002015,331.69,331.73999
13407,1/10/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.011212,328.07001,328.17001
13407,1/11/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.019203,334.35001,334.45001
13407,1/12/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.00332,333.26001,333.26999
13407,1/13/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.020344,326.56,326.64999
13407,1/14/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.016601,331.72,331.94
13407,1/18/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.041428,318.29001,318.45999
13407,1/19/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.004526,319.51999,319.59
13407,1/20/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.009481,316.56,316.67999
13407,1/21/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.042298,303.04001,303.17001
13407,1/24/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.018274,309.01999,309.17999
13407,1/25/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.027728,300.10001,300.28
13407,1/26/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.018391,294.60001,294.64999
13407,1/27/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.000034,294.59,294.64001
13407,1/28/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.023995,301.54999,301.79001
13407,1/31/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.038282,313.25,313.26001
13407,2/1/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.018323,318.85001,318.98001
13407,2/2/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.012539,322.70999,323
13407,2/3/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.263901,237.75999,237.83
13407,2/4/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.002818,237.06,237.08
13407,2/7/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.051373,224.94,224.98
13407,2/8/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.021031,220.11,220.17999
13407,2/9/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.053683,232,232.00999
13407,2/10/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.01694,228.08,228.09
13407,2/11/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.037357,219.50999,219.53999
13407,2/14/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.008426,217.63,217.7
13407,2/15/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.015158,220.98,221
13407,2/16/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.020181,216.53999,216.55
13407,2/17/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.040778,207.69,207.71001
13407,2/18/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.007462,206.14999,206.22
13407,2/22/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.01979,202.08,202.09
13407,2/23/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.017963,198.45,198.47
13407,2/24/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.046107,207.53,207.61
13407,2/25/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.013873,210.47,210.52
13407,2/28/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.002613,211.08,211.17999
13407,3/1/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.035729,203.49001,203.53999
13407,3/2/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.022704,208.06,208.11
13407,3/3/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.024698,202.89999,202.98
13407,3/4/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.014337,200.00999,200.10001
13407,3/7/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.062931,187.47,187.5
13407,3/8/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.015042,190.17999,190.22
13407,3/9/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.043145,198.49001,198.55
13407,3/10/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.016574,195.17999,195.21001
13407,3/11/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.038932,187.59,187.61
13407,3/14/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.005224,186.55,186.63
13407,3/15/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.028934,192.00999,192.11
13407,3/16/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.060407,203.7,203.71001
13407,3/17/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.020675,207.91,207.92
13407,3/18/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.041619,216.49001,216.53999
13407,3/21/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.023096,211.49001,211.5
13407,3/22/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.024398,216.64999,216.66
13407,3/23/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.014724,213.39999,213.47
13407,3/24/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.028624,219.62,219.63
13407,3/25/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.010247,221.81,221.91
13407,3/28/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.007979,223.60001,223.61
13407,3/29/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.028042,229.88,229.91
13407,3/30/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.008744,227.83,227.89999
13407,3/31/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.024095,222.3,222.33
13407,4/1/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.011198,224.8,224.87
13407,4/4/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.040205,233.91,233.92999
13407,4/5/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.008765,231.86,231.87
13407,4/6/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.036836,223.27,223.3
13407,4/7/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.001567,222.89999,222.95
13407,4/8/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.002781,222.36,222.39999
13407,4/11/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.026402,216.46001,216.47
13407,4/12/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,-0.010718,214.11,214.14
13407,4/13/2022,11,3,FB,META PLATFORMS INC,A,A,54084,,,0.003969,214.94,214.99001
